estimated_number_of_hours,facility_name,facility_id,industry_segment,pneum_pump_type,pneum_pump_type_total_co2_emm,reporting_year,table_desc,table_num,total_ch4_emissions,total_pneumatic_pump_count
8760,Legacy Reserves Basin 430 Production,1011498,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.3,2018,NG Driven Pneumatic Pumps emissions,Table C.1,18.02,15
,North Shore CENTRAL WESTERN OVERTHRUST,1008139,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Chevron MCA 595 Piceance Basin Gathering and Boosting,1012311,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Huntington Energy, L.L.C - 360 Andarko Basin",1011724,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Pennsylvania General Energy Company LLC,1008882,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.2,2017,NG Driven Pneumatic Pumps emissions,Table C.1,163.49,75
,Apache Corp. - Palo Duro,1010603,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
8784,Gulf Coast Basin Gathering & Boosting - AAPG Province 220,1012198,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.9,2020,NG Driven Pneumatic Pumps emissions,Table C.1,45.1,27
7384.302838,"ConocoPhillips Gulf Coast Basin 220, Production",1007485,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,642.2,2015,NG Driven Pneumatic Pumps emissions,Table C.1,9500.93,7078
,Basin 220 South TX & South LA - OSP,1008576,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Rex Energy Corporation Appalachian Basin (160) Operations,1008509,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Permian Resources Corporation,1011690,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Hilcorp North Slope, Basin 890-G&B Facility",1012135,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Advance Energy Partners - Basin 430,1013983,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.5,2021,NG Driven Pneumatic Pumps emissions,Table C.1,45.16,30
,Denbury Onshore LLC 210 Mid-Gulf Coast Gathering,1012755,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Recoil Resources 220 Gulf Coast Basin,1013318,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"SWG Pipeline, LLC G&B 420 - Fort Worth Syncline",1012769,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,2.5,2019,NG Driven Pneumatic Pumps emissions,Table C.1,51.67,25
,430 Permian Basin GB DEC,1012353,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Anadarko Facility,1008715,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,3.6,2017,NG Driven Pneumatic Pumps emissions,Table C.1,150.62,94
8760,"LAMBDA ENERGY RESOURCES, LLC-Michigan Basin",1008299,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,4.3,2021,NG Driven Pneumatic Pumps emissions,Table C.1,23.17,14
,425 Bend Arch,1012470,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Basin 360 - Mach II,1013732,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
4380,Caerus Piceance LLC,1008296,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,2.1,2015,NG Driven Pneumatic Pumps emissions,Table C.1,15.77,16
,ConocoPhillips' Uinta (575),1007481,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
7380,"Jordan Development Company, LLC",1008066,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,8.6,2020,NG Driven Pneumatic Pumps emissions,Table C.1,41.58,28
,ECMV Gathering and Compression,1012676,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
,NSR Denver Basin,1014648,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
6000,Seneca East Facilities,1009301,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2015,NG Driven Pneumatic Pumps emissions,Table C.1,9.7,7
8760,Tapstone 375 Sedgwick Basin,1009179,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.3,2017,NG Driven Pneumatic Pumps emissions,Table C.1,39.76,23
,Denbury Onshore LLC 210 Mid-Gulf Coast,1008942,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
,COG Operating LLC  430 Permian Basin,1009707,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Enterprise Products Operating LLC 580 San Juan Basin,1012468,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,40,2016,NG Driven Pneumatic Pumps emissions,Table C.1,117.05,65
6520.357542,535 Green River Basin - BP America Production Company,1008622,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,609.2,2018,NG Driven Pneumatic Pumps emissions,Table C.1,5064.15,3759
8760,"Compass Production Partners, LP - Arkla Basin #230",1011194,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,40.5,2019,NG Driven Pneumatic Pumps emissions,Table C.1,319.98,150
8233,Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,67.9,2018,NG Driven Pneumatic Pumps emissions,Table C.1,331.1,175
,Basin 540 Denver Julesburg - Noble Energy Inc.,1008270,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8759.76,MERIT ENERGY CO LLC 360 ANADARKO BASIN,1009274,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.5,2019,NG Driven Pneumatic Pumps emissions,Table C.1,34.1,21
8760,"ConocoPhillips Permian Basin 430, Gathering and Boosting",1012230,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.6,2017,NG Driven Pneumatic Pumps emissions,Table C.1,28.65,18
8760,515 Powder River Basin,1012569,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.2,2016,NG Driven Pneumatic Pumps emissions,Table C.1,14.5,10
8088,"Chesapeake Operating LLC, 230 - Arkla Basin",1008527,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.4,2018,NG Driven Pneumatic Pumps emissions,Table C.1,3.94,2
8760,XTO Energy Inc 220 Gulf Coast  GB,1012596,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,16.3,2019,NG Driven Pneumatic Pumps emissions,Table C.1,132.16,69
,ConocoPhillips' Uinta (575),1007481,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
,WPX Energy Permian LLC Boosting and Gathering,1012365,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
6496,Templar Operating LLC - 360 - Anadarko Basin,1010258,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,9.8,2018,NG Driven Pneumatic Pumps emissions,Table C.1,534.66,399
8760,"Urban 220 Gulf Coast Basin (LA, TX) GB",1012822,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,5.2,2019,NG Driven Pneumatic Pumps emissions,Table C.1,45.3,26
8760,"MarkWest Energy East Texas Gas Company, L.L.C. - 260 East Texas Basin - G&B",1012484,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,22.9,2016,NG Driven Pneumatic Pumps emissions,Table C.1,473.82,244
,"Pine Run Midstream, LLC - Basin 160A - Appalachian Eastern Overthrust  GB",1012982,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"ONEOK Rockies Midstream, L.L.C. 515 Powder River Basin GB",1012618,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
,CalNRG- Lynch Canyon Field,1011804,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Ovintiv USA Inc. - Permian Gathering,1012835,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2017,NG Driven Pneumatic Pumps emissions,Table C.1,1.54,1
8760,Mustang Gas Products 360 Anadarko Basin,1012332,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.2,2016,NG Driven Pneumatic Pumps emissions,Table C.1,82.47,54
,APR - Basin 430 - Production,1013736,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
8735,IACX Roswell,1013144,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.3,2022,NG Driven Pneumatic Pumps emissions,Table C.1,48.74,29
8233,"Chesapeake Appalachia LLC, 160A - Appalachian Basin (Eastern Overthrust Area)",1008523,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.8,2017,NG Driven Pneumatic Pumps emissions,Table C.1,872.84,426
3800,Appalachian Basin - AAPG Province 160A,1008937,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2015,NG Driven Pneumatic Pumps emissions,Table C.1,12.29,13
6539.9227,535 Green River Basin - BP America Production Company,1008622,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,589.3,2016,NG Driven Pneumatic Pumps emissions,Table C.1,5317.51,3881
7932,430 Permian Basin QEP Energy Company,1009691,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2018,NG Driven Pneumatic Pumps emissions,Table C.1,5.7,4
8760,Encana Oil & Gas - Arkla Basin,1006420,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2016,NG Driven Pneumatic Pumps emissions,Table C.1,0.27,1
,"White Star Petroleum, LLC",1011395,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"BOPCO, L.P. 220 Gulf Coast basin",1009245,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.2,2018,NG Driven Pneumatic Pumps emissions,Table C.1,7.95,4
,Chautauqua platform N&G 355,1010059,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
,ConocoPhillips' Williston (395),1007482,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Greylock Energy,1006564,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2017,NG Driven Pneumatic Pumps emissions,Table C.1,48.46,24
8409.6,DGOC 160 Production,1013035,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.3,2019,NG Driven Pneumatic Pumps emissions,Table C.1,47.74,25
8784,"Comstock Oil & Gas, LLC",1009907,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.2,2016,NG Driven Pneumatic Pumps emissions,Table C.1,4.38,2
4380,Williams G&B Facility  Arkla Basin 230,1012195,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.9,2022,NG Driven Pneumatic Pumps emissions,Table C.1,29.91,28
,CHISHOLM OIL & GAS OPERATING,1014718,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
,PDC Energy 540 Denver Basin,1009286,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
,CalNRG- Ventura Basin Gathering and Boosting,1012351,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,CRI 515 Powder River,1008857,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2019,NG Driven Pneumatic Pumps emissions,Table C.1,3.35,2
224.28,TGNR Gulf Coast LLC and TGNR East Texas LLC,1010621,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,7.9,2021,NG Driven Pneumatic Pumps emissions,Table C.1,2.3,46
8,"EOG Resources, Inc. 160A Appalachian basin (Eastern Overthrust area)",1008350,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2021,NG Driven Pneumatic Pumps emissions,Table C.1,0.00E+00,2
8760,"Superior Pipeline Company, LLC - Basin 355 - Chautauqua Platform - GB",1012709,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.2,2021,NG Driven Pneumatic Pumps emissions,Table C.1,24.08,14
8273.971429,SEP Williston Basin 395 Gathering,1013809,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.2,2020,NG Driven Pneumatic Pumps emissions,Table C.1,45.45,23
20,Tallgrass Powder River Basin Gathering System,1012205,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2020,NG Driven Pneumatic Pumps emissions,Table C.1,0.06,16
8760,515 Powder River Basin,1012569,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.3,2020,NG Driven Pneumatic Pumps emissions,Table C.1,4.46,3
8760,"Warwick-Artemis, LLC",1014425,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,4,2022,NG Driven Pneumatic Pumps emissions,Table C.1,51.37,32
7809.6,"EXCO Resources, Inc. - East Texas Basin #260",1008958,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.8,2018,NG Driven Pneumatic Pumps emissions,Table C.1,19.13,10
,Equinor USA Onshore Properties - APB Basin 160A,1011688,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
4000,ConocoPhillips Anadarko (360),1007475,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2017,NG Driven Pneumatic Pumps emissions,Table C.1,3.61,4
8760,DGC - Arkoma BG,1012817,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,48.5,2019,NG Driven Pneumatic Pumps emissions,Table C.1,804.09,374
8760,"FDL Operating, LLC (Mississippi)",1011655,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,8.1,2017,NG Driven Pneumatic Pumps emissions,Table C.1,66.71,38
8760,"Urban 220 Gulf Coast Basin (LA, TX)",1011652,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,2.2,2021,NG Driven Pneumatic Pumps emissions,Table C.1,44.32,26
7286.395448,"ConocoPhillips Gulf Coast Basin 220, Production",1007485,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,528,2017,NG Driven Pneumatic Pumps emissions,Table C.1,7959.43,5703
8760,"White Oak Energy 220 Gulf Coat Basin (LA, TX) GB",1012828,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,9.8,2019,NG Driven Pneumatic Pumps emissions,Table C.1,85.38,49
8760,Jones Energy 345 Arkoma Basin,1009545,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,12.3,2016,NG Driven Pneumatic Pumps emissions,Table C.1,100.07,57
6022.48,Tug Hill Operating Appalachia,1013386,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2021,NG Driven Pneumatic Pumps emissions,Table C.1,11.35,11
,"SWEPI LP (Shell), Appalachian Basin (Eastern Overthrust Area) 160A, GB",1012462,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
4389,BlueCrest Alaska - 820 Cook Inlet Basin,1012893,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2021,NG Driven Pneumatic Pumps emissions,Table C.1,4.15,4
,"Mission Creek OpCo, LLC - Arkla Basin",1010318,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
7594,Tap Rock Operating,1013734,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,5,2021,NG Driven Pneumatic Pumps emissions,Table C.1,109.22,76
8665,Whiting Oil and Gas Corporation 540 Denver Basin,1009185,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.8,2015,NG Driven Pneumatic Pumps emissions,Table C.1,16.04,11
8314.9,Unit Petroleum 783 Anadarko Basin,1008241,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,36.6,2016,NG Driven Pneumatic Pumps emissions,Table C.1,1036.1,609
8760,"R. Lacy Services, Ltd",1009750,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.1,2022,NG Driven Pneumatic Pumps emissions,Table C.1,23.09,12
,BPH PowderRiverBasinWY,1013289,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8784,Denver Basin - G&B - AAPG Province 540,1012286,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.7,2016,NG Driven Pneumatic Pumps emissions,Table C.1,8.56,5
,Triple Crown Resources,1014282,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Oasis Petroleum,1010325,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
8784,Rockcliff Energy Gathering and Boosting 260 East Texas Basin,1013053,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,4,2020,NG Driven Pneumatic Pumps emissions,Table C.1,81.33,39
,Northeast Natural Energy LLC,1012537,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Range Resources - Appalachia, LLC - Basin 160A",1008051,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Hilcorp North Slope, 890 - Arctic Slope Basin",1008172,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Holmes Western Oil Corporation,1011673,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Denbury Onshore LLC 395 Williston Gathering,1012759,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"Kinder Morgan, Inc. 360 Anadarko Basin",1012565,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.5,2019,NG Driven Pneumatic Pumps emissions,Table C.1,34.58,18
,Appalachian Basin Gathering & Boosting - AAPG Province 160A,1012241,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Trinity Operating USG, LLC - Chautauqua Platform (Basin 355)",1012605,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"RIM Operating, Inc. San Juan Basin Operations",1008273,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2017,NG Driven Pneumatic Pumps emissions,Table C.1,4.03,2
,Newfield.345.Arkoma Basin,1009113,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
,CalNRG- Ventura Basin Gathering and Boosting,1012351,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Seneca East G&B Facilities,1012744,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"TITUS OIL & GAS PRODUCTION, LLC",1014024,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,BCE-Mach III LLC,1013123,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,4.4,2022,NG Driven Pneumatic Pumps emissions,Table C.1,507.47,283
,Southwestern Production Corp Powder River Basin (515) Operations,1012947,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"SilverBow Resources, LLC - Basin 220",1009706,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,2.2,2018,NG Driven Pneumatic Pumps emissions,Table C.1,34.43,21
8678,Discovery Natural Resources LLC - 430 Permian Basin,1010294,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.4,2015,NG Driven Pneumatic Pumps emissions,Table C.1,10.67,6
8202,Fairway Resources,1012825,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,15,2017,NG Driven Pneumatic Pumps emissions,Table C.1,712.75,406
7576,Blackbeard Operating - 400 - Ouachita Folded Belt,1009860,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,16.2,2020,NG Driven Pneumatic Pumps emissions,Table C.1,247.32,148
8760,Kinder Morgan Production 430 Permian Basin GB,1012558,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1,2021,NG Driven Pneumatic Pumps emissions,Table C.1,17.58,8
4380,Williams G&B Facility  Appalachian Basin (Eastern Overthrust Area) 160A,1012236,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.4,2022,NG Driven Pneumatic Pumps emissions,Table C.1,116.04,114
,SEP Anadarko Basin 360 Gathering,1012953,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Blackbeard Operating, LLC - 430 Permian Basin",1012449,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
,U.S. Energy Development Corp.,1013851,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,EP Energy E&P 220 Gulf Coast Basin GB,1012628,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
8784,Red Willow Production Co.,1005963,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,17.1,2020,NG Driven Pneumatic Pumps emissions,Table C.1,57.61,29
8760,Paradox Upstream LLC 585 Paradox Basin,1010673,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.6,2017,NG Driven Pneumatic Pumps emissions,Table C.1,35.69,20
7767,430 Permian Basin DEC,1008290,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,47.9,2015,NG Driven Pneumatic Pumps emissions,Table C.1,368.2,269
8760,420 Fort Worth Syncline BKV  GB,1012544,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2017,NG Driven Pneumatic Pumps emissions,Table C.1,1.77,1
